window_start,window_id,collector,adj_eig_ratio_1_2,innermost_core_size,kirchhoff_index,rich_club_p75,rich_club_p90,rich_club_p95,symmetry_ratio,as_path_avg,as_path_max,edit_distance_avg,edit_distance_max,unique_as_path_max,flaps,nadas,vf_rate_delta,ego_filter_ratio,ego_origin_violations,ego_valley_free_paths_total,std_edge_ixp_cosine_dist,unique_peers,assortativity,betweenness_centrality,clustering_avg_local,core_std,degeneracy,eigenvector_centrality,frac_p2p_edges,n_customers,number_rare_ases,pagerank,rich_club_p25,avg_edge_ixp_cosine_dist,avg_ixp_cosine_dist,as_path_std,edit_distance_dict_0,ego_avg_violation_depth,ego_max_violation_depth,ego_valley_free_violations,ann_wd_ratio,new_prefixes,origin_changes,discovered_label,event_id,binary_label,provenance,incident_type
2016-10-21T11:10:00+00:00,20161021_1110,rrc05,2.185989735516166,32,2866526.2819844554,0.034249648067076,0.0893887820038478,0.1865831078193989,165.2,4.55435847208619,11,2.087984241628365,7,24,130,587,-0.003376,0.898543,0,5056,0.197079,9,-0.3850561968588514,0.1995451556991414,0.592678691950882,3.2944091154757285,16,0.0173589445315613,0.2404,91.0,111,0.0104286116987351,0.0083304344245151,0.349271,0.669673,1.1506068253811343,505,0.3895,0.8571,776,9.760994263862331,260,28,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:15:00+00:00,20161021_1115,rrc05,2.1860795581733163,32,2869114.4090665844,0.0342651176461488,0.0894997780079917,0.1870103973792907,165.2,4.776334483458494,10,2.0715571557155714,7,19,148,526,-0.003262,0.901219,0,4880,0.197157,8,-0.3850348296434397,0.1994779746478974,0.5924153984350352,3.295515896324513,16,0.0173621957007078,0.2404,91.0,56,0.0104245117938138,0.0083315181287462,0.34929,0.669676,1.2117908184048485,454,0.4001,0.8571,746,10.075664621676893,265,2,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:20:00+00:00,20161021_1120,rrc05,2.1869001758072635,32,2866638.842874956,0.0342419132775397,0.0893887820038478,0.1865831078193989,165.2,4.128079658605975,10,1.9782178217821784,6,18,93,7999,0.005786,0.958721,0,34072,0.197154,8,-0.3849430141946419,0.1995424550864473,0.592664465087658,3.2945323549775565,16,0.017354321460337,0.2404,91.0,8639,0.0104288202882686,0.008329350720284,0.349173,0.669673,0.9189367011080956,475,0.3542,0.8571,8299,90.3598971722365,30826,7,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:25:00+00:00,20161021_1125,rrc05,2.1866064747868816,32,2866707.325059619,0.034249648067076,0.0894257806718958,0.1867255376726962,165.2,4.600338536768855,10,1.89042530902996,6,22,119,556,-0.003564,0.909216,0,5276,0.197178,8,-0.3849194995705595,0.199546435527651,0.5926027309068137,3.2953949024426064,16,0.0173560062278923,0.2404,91.0,91,0.0104288077306793,0.008329350720284,0.349271,0.669673,1.1222926951772418,551,0.3948,0.8571,836,10.895491803278688,241,5,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:30:00+00:00,20161021_1130,rrc05,2.1817820873008364,32,2869144.827591905,0.0341429722573961,0.089175011921793,0.1870103973792907,165.2,4.8652329540494135,11,2.1542910447761194,7,21,151,7047,-0.002655,0.961838,0,33521,0.197019,9,-0.3851633735982713,0.1994156379363398,0.5948635681403851,3.299319169520316,16,0.0173799562244764,0.2416,91.0,7641,0.0104231001775748,0.0083344154438817,0.34864,0.669442,0.9601345052392122,614,0.515,0.8571,12375,70.41598360655738,28745,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:35:00+00:00,20161021_1135,rrc05,2.188215064698139,33,2867876.173907234,0.0341846758349705,0.0895367766760396,0.1871528272325879,165.2,4.942449503045848,9,1.9659504734158777,7,19,184,605,-0.003819,0.894517,0,6199,0.196825,8,-0.384979349772541,0.1995059369640163,0.5949673003359509,3.296257224200725,16,0.0173966057139428,0.2409,91.0,136,0.0104284533765942,0.0083336855372084,0.348855,0.669555,1.3143391774574875,676,0.4011,0.8571,925,9.014450867052023,304,6,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:40:00+00:00,20161021_1140,rrc05,2.188100651043054,32,2867676.594629006,0.0341692669209137,0.0894627793399437,0.1868679675259934,165.2,4.815063887020847,10,2.090689462925107,8,19,154,661,-0.002123,0.91031,0,5907,0.196815,10,-0.3848501877634698,0.1995432715859466,0.5929441208232589,3.2947788201520827,16,0.0173424181283548,0.2407,91.0,74,0.0104286358664145,0.0083326018329773,0.348873,0.669673,1.245848682594778,517,0.3849,0.75,845,10.99445471349353,249,5,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:45:00+00:00,20161021_1145,rrc05,2.1881222382802665,34,2867218.5685388544,0.034249648067076,0.0900880728466935,0.1868679675259934,165.2,5.379933326164104,10,1.926850048685492,8,23,456,537,-0.001451,0.859378,0,9225,0.197171,9,-0.3855312577603176,0.1996310387226441,0.5934699558185292,3.296957188671687,16,0.0173773305688428,0.241,91.0,71,0.0104332379023359,0.0083307738307776,0.349049,0.669712,1.3632824333893625,1122,0.4107,0.875,851,6.462126476719944,750,4,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:50:00+00:00,20161021_1150,rrc05,2.1852473495867706,32,2872887.265605136,0.0341199493496028,0.0891016470415612,0.1870103973792907,165.2,4.624373956594324,9,1.9190972961464765,6,21,152,619,-0.00383,0.887467,0,5339,0.196749,10,-0.3846968618056309,0.1993371485528968,0.5940034903566,3.297231364461182,16,0.0175168924452373,0.2411,91.0,78,0.0104176909852817,0.0083311691122365,0.348765,0.669187,1.0856080999084896,611,0.4038,0.8571,770,8.6256,329,6,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
2016-10-21T11:55:00+00:00,20161021_1155,rrc05,2.1848669720488623,33,2869670.70342497,0.0339379264132553,0.0890282821613293,0.1868679675259934,165.6,4.574798829553767,9,2.012111087909793,7,18,146,503,-0.003471,0.910651,0,5412,0.19663,7,-0.3849561117171291,0.1992966759785812,0.5912883482269945,3.2970831009388126,16,0.0172888074790599,0.2414,91.0,116,0.0104143954323508,0.0082938566809534,0.348825,0.669668,1.1773739802754952,546,0.3842,0.8571,692,11.51157894736842,400,6,high_confidence_anomaly,hist_dyn_dns_attack_2016_rrc05_as12880,1,historical,dos_attack
